Area,Pincode,Date,Actual_Waste_kg
Vijayanagar,560027,2025-06-09,66317
Vijayanagar,560027,2025-06-10,65733
Vijayanagar,560027,2025-06-11,65811
Vijayanagar,560027,2025-06-12,65843
Vijayanagar,560027,2025-06-13,64691
Vijayanagar,560027,2025-06-14,64208
Vijayanagar,560027,2025-06-15,66251
Vijayanagar,560027,2025-06-16,69704
Vijayanagar,560027,2025-06-17,68357
Vijayanagar,560027,2025-06-18,67616
Vijayanagar,560027,2025-06-19,64638
Vijayanagar,560027,2025-06-20,66810
Vijayanagar,560027,2025-06-21,67871
Vijayanagar,560027,2025-06-22,64665
Vijayanagar,560027,2025-06-23,65414
Vijayanagar,560027,2025-06-24,64374
Vijayanagar,560027,2025-06-25,64143
Vijayanagar,560027,2025-06-26,69561
Vijayanagar,560027,2025-06-27,66974
Vijayanagar,560027,2025-06-28,67076
Vijayanagar,560027,2025-06-29,65070
Vijayanagar,560027,2025-06-30,64795
Vijayanagar,560027,2025-07-01,67403
Vijayanagar,560027,2025-07-02,68743
Vijayanagar,560027,2025-07-03,64948
Vijayanagar,560027,2025-07-04,69953
Vijayanagar,560027,2025-07-05,67732
Vijayanagar,560027,2025-07-06,70047
Vijayanagar,560027,2025-07-07,64994
Vijayanagar,560027,2025-07-08,65411
Vijayanagar,560027,2025-07-09,64111
Vijayanagar,560027,2025-07-10,65862
Vijayanagar,560027,2025-07-11,68059
Vijayanagar,560027,2025-07-12,67689
Vijayanagar,560027,2025-07-13,69831
Vijayanagar,560027,2025-07-14,69893
Vijayanagar,560027,2025-07-15,67911
Vijayanagar,560027,2025-07-16,69514
Vijayanagar,560027,2025-07-17,66919
Vijayanagar,560027,2025-07-18,68700
Vijayanagar,560027,2025-07-19,64700
Vijayanagar,560027,2025-07-20,67194
Vijayanagar,560027,2025-07-21,67838
Vijayanagar,560027,2025-07-22,68250
Vijayanagar,560027,2025-07-23,68657
Vijayanagar,560027,2025-07-24,69165
Vijayanagar,560027,2025-07-25,66721
Vijayanagar,560027,2025-07-26,68295
Vijayanagar,560027,2025-07-27,69507
Vijayanagar,560027,2025-07-28,65024
Vijayanagar,560027,2025-07-29,67897
Vijayanagar,560027,2025-07-30,64460
Vijayanagar,560027,2025-07-31,66818
Vijayanagar,560027,2025-08-01,66074
Vijayanagar,560027,2025-08-02,65799
Vijayanagar,560027,2025-08-03,68628
Vijayanagar,560027,2025-08-04,66768
Vijayanagar,560027,2025-08-05,66769
Vijayanagar,560027,2025-08-06,67583
Vijayanagar,560027,2025-08-07,64464
Vijayanagar,560027,2025-08-08,65487
Vijayanagar,560027,2025-08-09,68439
Vijayanagar,560027,2025-08-10,69821
Vijayanagar,560027,2025-08-11,69697
Vijayanagar,560027,2025-08-12,66340
Vijayanagar,560027,2025-08-13,69873
Vijayanagar,560027,2025-08-14,64169
Vijayanagar,560027,2025-08-15,65890
Vijayanagar,560027,2025-08-16,64987
Vijayanagar,560027,2025-08-17,64216
Vijayanagar,560027,2025-08-18,69020
Vijayanagar,560027,2025-08-19,66327
Vijayanagar,560027,2025-08-20,66686
Vijayanagar,560027,2025-08-21,68527
Vijayanagar,560027,2025-08-22,66938
Vijayanagar,560027,2025-08-23,68165
Vijayanagar,560027,2025-08-24,65234
Vijayanagar,560027,2025-08-25,68714
Vijayanagar,560027,2025-08-26,65942
Vijayanagar,560027,2025-08-27,69614
Vijayanagar,560027,2025-08-28,67962
Vijayanagar,560027,2025-08-29,64816
Vijayanagar,560027,2025-08-30,65093
Vijayanagar,560027,2025-08-31,68939
Vijayanagar,560027,2025-09-01,66608
Vijayanagar,560027,2025-09-02,66600
Vijayanagar,560027,2025-09-03,68043
Vijayanagar,560027,2025-09-04,67197
Vijayanagar,560027,2025-09-05,66968
Vijayanagar,560027,2025-09-06,64286
Vijayanagar,560027,2025-09-07,68859
Vijayanagar,560027,2025-09-08,68888
Vijayanagar,560027,2025-09-09,69079
Vijayanagar,560027,2025-09-10,67478
Vijayanagar,560027,2025-09-11,69067
Vijayanagar,560027,2025-09-12,67862
Vijayanagar,560027,2025-09-13,69709
Vijayanagar,560027,2025-09-14,65372
Vijayanagar,560027,2025-09-15,69202
Vijayanagar,560027,2025-09-16,69084
Vijayanagar,560027,2025-09-17,64313
Vijayanagar,560027,2025-09-18,69902
Vijayanagar,560027,2025-09-19,67062
Vijayanagar,560027,2025-09-20,68496
Vijayanagar,560027,2025-09-21,67510
Vijayanagar,560027,2025-09-22,66974
Vijayanagar,560027,2025-09-23,64674
Vijayanagar,560027,2025-09-24,69947
Vijayanagar,560027,2025-09-25,68432
Vijayanagar,560027,2025-09-26,67060
Vijayanagar,560027,2025-09-27,65884
Vijayanagar,560027,2025-09-28,68621
Vijayanagar,560027,2025-09-29,67140
Vijayanagar,560027,2025-09-30,68727
Vijayanagar,560027,2025-10-01,66659
Vijayanagar,560027,2025-10-02,64757
Vijayanagar,560027,2025-10-03,69178
Vijayanagar,560027,2025-10-04,66926
Vijayanagar,560027,2025-10-05,66881
Vijayanagar,560027,2025-10-06,68801
Vijayanagar,560027,2025-10-07,66671
Vijayanagar,560027,2025-10-08,68873
Vijayanagar,560027,2025-10-09,69783
Vijayanagar,560027,2025-10-10,68750
Vijayanagar,560027,2025-10-11,69085
Vijayanagar,560027,2025-10-12,66655
Vijayanagar,560027,2025-10-13,70012
Vijayanagar,560027,2025-10-14,67315
Vijayanagar,560027,2025-10-15,65001
Vijayanagar,560027,2025-10-16,67543
Vijayanagar,560027,2025-10-17,68390
Vijayanagar,560027,2025-10-18,65229
Vijayanagar,560027,2025-10-19,68690
Vijayanagar,560027,2025-10-20,66870
Vijayanagar,560027,2025-10-21,69775
Vijayanagar,560027,2025-10-22,66417
Vijayanagar,560027,2025-10-23,66404
Vijayanagar,560027,2025-10-24,66960
Vijayanagar,560027,2025-10-25,64840
Vijayanagar,560027,2025-10-26,66928
Vijayanagar,560027,2025-10-27,68258
Vijayanagar,560027,2025-10-28,69354
Vijayanagar,560027,2025-10-29,66493
Vijayanagar,560027,2025-10-30,67912
Vijayanagar,560027,2025-10-31,68929
Vijayanagar,560027,2025-11-01,67704
Vijayanagar,560027,2025-11-02,66022
Vijayanagar,560027,2025-11-03,70023
Vijayanagar,560027,2025-11-04,68740
Vijayanagar,560027,2025-11-05,68217
Vijayanagar,560027,2025-11-06,66165
Vijayanagar,560027,2025-11-07,69368
Vijayanagar,560027,2025-11-08,64640
Vijayanagar,560027,2025-11-09,65005
Vijayanagar,560027,2025-11-10,66621
Vijayanagar,560027,2025-11-11,66230
Vijayanagar,560027,2025-11-12,65039
Vijayanagar,560027,2025-11-13,67563
Vijayanagar,560027,2025-11-14,65302
Vijayanagar,560027,2025-11-15,65607
Vijayanagar,560027,2025-11-16,67269
Vijayanagar,560027,2025-11-17,65130
Vijayanagar,560027,2025-11-18,64480
Vijayanagar,560027,2025-11-19,66646
Vijayanagar,560027,2025-11-20,66355
Vijayanagar,560027,2025-11-21,69944
Vijayanagar,560027,2025-11-22,68606
Vijayanagar,560027,2025-11-23,67754
Vijayanagar,560027,2025-11-24,65199
Vijayanagar,560027,2025-11-25,68056
Vijayanagar,560027,2025-11-26,65962
Vijayanagar,560027,2025-11-27,66566
Vijayanagar,560027,2025-11-28,69329
Vijayanagar,560027,2025-11-29,66132
Vijayanagar,560027,2025-11-30,66393
Vijayanagar,560027,2025-12-01,69324
Vijayanagar,560027,2025-12-02,68399
Vijayanagar,560027,2025-12-03,68266
Vijayanagar,560027,2025-12-04,69587
Vijayanagar,560027,2025-12-05,69043
Vijayanagar,560027,2025-12-06,68326
Vijayanagar,560027,2025-12-07,66924
Vijayanagar,560027,2025-12-08,69833
Vijayanagar,560027,2025-12-09,68486
Vijayanagar,560027,2025-12-10,66009
Vijayanagar,560027,2025-12-11,69806
Vijayanagar,560027,2025-12-12,66892
Vijayanagar,560027,2025-12-13,66291
Vijayanagar,560027,2025-12-14,69487
Vijayanagar,560027,2025-12-15,68451
Vijayanagar,560027,2025-12-16,65878
Vijayanagar,560027,2025-12-17,65731
Vijayanagar,560027,2025-12-18,64699
Vijayanagar,560027,2025-12-19,69669
Vijayanagar,560027,2025-12-20,69598
Vijayanagar,560027,2025-12-21,68302
Vijayanagar,560027,2025-12-22,65979
Vijayanagar,560027,2025-12-23,67231
Vijayanagar,560027,2025-12-24,65950
Vijayanagar,560027,2025-12-25,64305
Vijayanagar,560027,2025-12-26,66499
Vijayanagar,560027,2025-12-27,69221
Vijayanagar,560027,2025-12-28,65608
Vijayanagar,560027,2025-12-29,64428
Vijayanagar,560027,2025-12-30,67439
Vijayanagar,560027,2025-12-31,66750
RR Nagar,560012,2025-01-01,57358
RR Nagar,560012,2025-01-02,59518
RR Nagar,560012,2025-01-03,57926
RR Nagar,560012,2025-01-04,55623
RR Nagar,560012,2025-01-05,55668
RR Nagar,560012,2025-01-06,60496
RR Nagar,560012,2025-01-07,58282
RR Nagar,560012,2025-01-08,59508
RR Nagar,560012,2025-01-09,57089
RR Nagar,560012,2025-01-10,57147
RR Nagar,560012,2025-01-11,59755
RR Nagar,560012,2025-01-12,57195
RR Nagar,560012,2025-01-13,56756
RR Nagar,560012,2025-01-14,57068
RR Nagar,560012,2025-01-15,60733
RR Nagar,560012,2025-01-16,58169
RR Nagar,560012,2025-01-17,55812
RR Nagar,560012,2025-01-18,58325
RR Nagar,560012,2025-01-19,55913
RR Nagar,560012,2025-01-20,59362
RR Nagar,560012,2025-01-21,56479
RR Nagar,560012,2025-01-22,59086
RR Nagar,560012,2025-01-23,58017
RR Nagar,560012,2025-01-24,61340
RR Nagar,560012,2025-01-25,60865
RR Nagar,560012,2025-01-26,56451
RR Nagar,560012,2025-01-27,59278
RR Nagar,560012,2025-01-28,57393
RR Nagar,560012,2025-01-29,60479
RR Nagar,560012,2025-01-30,59134
RR Nagar,560012,2025-01-31,60252
RR Nagar,560012,2025-02-01,58433
RR Nagar,560012,2025-02-02,60645
RR Nagar,560012,2025-02-03,58451
RR Nagar,560012,2025-02-04,59281
RR Nagar,560012,2025-02-05,56593
RR Nagar,560012,2025-02-06,60541
RR Nagar,560012,2025-02-07,59938
RR Nagar,560012,2025-02-08,59080
RR Nagar,560012,2025-02-09,57997
RR Nagar,560012,2025-02-10,57144
RR Nagar,560012,2025-02-11,60529
RR Nagar,560012,2025-02-12,58934
RR Nagar,560012,2025-02-13,55568
RR Nagar,560012,2025-02-14,58447
RR Nagar,560012,2025-02-15,56599
RR Nagar,560012,2025-02-16,59655
RR Nagar,560012,2025-02-17,58584
RR Nagar,560012,2025-02-18,58583
RR Nagar,560012,2025-02-19,56436
RR Nagar,560012,2025-02-20,58179
RR Nagar,560012,2025-02-21,61078
RR Nagar,560012,2025-02-22,60398
RR Nagar,560012,2025-02-23,56131
RR Nagar,560012,2025-02-24,56916
RR Nagar,560012,2025-02-25,55786
RR Nagar,560012,2025-02-26,55463
RR Nagar,560012,2025-02-27,57948
RR Nagar,560012,2025-02-28,60157
RR Nagar,560012,2025-03-01,60891
RR Nagar,560012,2025-03-02,57973
RR Nagar,560012,2025-03-03,58261
RR Nagar,560012,2025-03-04,59848
RR Nagar,560012,2025-03-05,57335
RR Nagar,560012,2025-03-06,60729
RR Nagar,560012,2025-03-07,58685
RR Nagar,560012,2025-03-08,59297
RR Nagar,560012,2025-03-09,60381
RR Nagar,560012,2025-03-10,57923
RR Nagar,560012,2025-03-11,57912
RR Nagar,560012,2025-03-12,60164
RR Nagar,560012,2025-03-13,61298
RR Nagar,560012,2025-03-14,56557
RR Nagar,560012,2025-03-15,58638
RR Nagar,560012,2025-03-16,57671
RR Nagar,560012,2025-03-17,58635
RR Nagar,560012,2025-03-18,58479
RR Nagar,560012,2025-03-19,58050
RR Nagar,560012,2025-03-20,56667
RR Nagar,560012,2025-03-21,60992
RR Nagar,560012,2025-03-22,56613
RR Nagar,560012,2025-03-23,55857
RR Nagar,560012,2025-03-24,58482
RR Nagar,560012,2025-03-25,56559
RR Nagar,560012,2025-03-26,56272
RR Nagar,560012,2025-03-27,57509
RR Nagar,560012,2025-03-28,57068
RR Nagar,560012,2025-03-29,58543
RR Nagar,560012,2025-03-30,60842
RR Nagar,560012,2025-03-31,58831
RR Nagar,560012,2025-04-01,59975
RR Nagar,560012,2025-04-02,55621
RR Nagar,560012,2025-04-03,58885
RR Nagar,560012,2025-04-04,57157
RR Nagar,560012,2025-04-05,57124
RR Nagar,560012,2025-04-06,56569
RR Nagar,560012,2025-04-07,55504
RR Nagar,560012,2025-04-08,56386
RR Nagar,560012,2025-04-09,59861
RR Nagar,560012,2025-04-10,59324
RR Nagar,560012,2025-04-11,59985
RR Nagar,560012,2025-04-12,56886
RR Nagar,560012,2025-04-13,56320
RR Nagar,560012,2025-04-14,61201
RR Nagar,560012,2025-04-15,56721
RR Nagar,560012,2025-04-16,60229
RR Nagar,560012,2025-04-17,58209
RR Nagar,560012,2025-04-18,57747
RR Nagar,560012,2025-04-19,60650
RR Nagar,560012,2025-04-20,59324
RR Nagar,560012,2025-04-21,61290
RR Nagar,560012,2025-04-22,55523
RR Nagar,560012,2025-04-23,57060
RR Nagar,560012,2025-04-24,59356
RR Nagar,560012,2025-04-25,55678
RR Nagar,560012,2025-04-26,61256
RR Nagar,560012,2025-04-27,56778
RR Nagar,560012,2025-04-28,60731
RR Nagar,560012,2025-04-29,57950
RR Nagar,560012,2025-04-30,58440
RR Nagar,560012,2025-05-01,58982
RR Nagar,560012,2025-05-02,57227
RR Nagar,560012,2025-05-03,58324
RR Nagar,560012,2025-05-04,60083
RR Nagar,560012,2025-05-05,55516
RR Nagar,560012,2025-05-06,55643
RR Nagar,560012,2025-05-07,57178
RR Nagar,560012,2025-05-08,57614
RR Nagar,560012,2025-05-09,57937
RR Nagar,560012,2025-05-10,56707
RR Nagar,560012,2025-05-11,55815
RR Nagar,560012,2025-05-12,57744
RR Nagar,560012,2025-05-13,55906
RR Nagar,560012,2025-05-14,57610
RR Nagar,560012,2025-05-15,60536
RR Nagar,560012,2025-05-16,57795
RR Nagar,560012,2025-05-17,61384
RR Nagar,560012,2025-05-18,61310
RR Nagar,560012,2025-05-19,58829
RR Nagar,560012,2025-05-20,60476
RR Nagar,560012,2025-05-21,56603
RR Nagar,560012,2025-05-22,57393
RR Nagar,560012,2025-05-23,57906
RR Nagar,560012,2025-05-24,56299
RR Nagar,560012,2025-05-25,56273
RR Nagar,560012,2025-05-26,60049
RR Nagar,560012,2025-05-27,59692
RR Nagar,560012,2025-05-28,57507
RR Nagar,560012,2025-05-29,57737
RR Nagar,560012,2025-05-30,56541
RR Nagar,560012,2025-05-31,61352
RR Nagar,560012,2025-06-01,55720
RR Nagar,560012,2025-06-02,57648
RR Nagar,560012,2025-06-03,59316
RR Nagar,560012,2025-06-04,60903
RR Nagar,560012,2025-06-05,59692
RR Nagar,560012,2025-06-06,57945
RR Nagar,560012,2025-06-07,55900
RR Nagar,560012,2025-06-08,60928
RR Nagar,560012,2025-06-09,60630
RR Nagar,560012,2025-06-10,59356
RR Nagar,560012,2025-06-11,56045
RR Nagar,560012,2025-06-12,55868
RR Nagar,560012,2025-06-13,56279
RR Nagar,560012,2025-06-14,56077
RR Nagar,560012,2025-06-15,60224
RR Nagar,560012,2025-06-16,57173
RR Nagar,560012,2025-06-17,56886
RR Nagar,560012,2025-06-18,57022
RR Nagar,560012,2025-06-19,59209
RR Nagar,560012,2025-06-20,55903
RR Nagar,560012,2025-06-21,56257
RR Nagar,560012,2025-06-22,59397
RR Nagar,560012,2025-06-23,58397
RR Nagar,560012,2025-06-24,61369
RR Nagar,560012,2025-06-25,58990
RR Nagar,560012,2025-06-26,61290
RR Nagar,560012,2025-06-27,60365
RR Nagar,560012,2025-06-28,58871
RR Nagar,560012,2025-06-29,56126
RR Nagar,560012,2025-06-30,57683
RR Nagar,560012,2025-07-01,56452
RR Nagar,560012,2025-07-02,56901
RR Nagar,560012,2025-07-03,59095
RR Nagar,560012,2025-07-04,57688
RR Nagar,560012,2025-07-05,60363
RR Nagar,560012,2025-07-06,55594
RR Nagar,560012,2025-07-07,61100
RR Nagar,560012,2025-07-08,60408
RR Nagar,560012,2025-07-09,58243
RR Nagar,560012,2025-07-10,60268
RR Nagar,560012,2025-07-11,55661
RR Nagar,560012,2025-07-12,57585
RR Nagar,560012,2025-07-13,56696
RR Nagar,560012,2025-07-14,56549
RR Nagar,560012,2025-07-15,60057
RR Nagar,560012,2025-07-16,59213
RR Nagar,560012,2025-07-17,55686
RR Nagar,560012,2025-07-18,56083
RR Nagar,560012,2025-07-19,59104
RR Nagar,560012,2025-07-20,55568
RR Nagar,560012,2025-07-21,57492
RR Nagar,560012,2025-07-22,58054
RR Nagar,560012,2025-07-23,55458
RR Nagar,560012,2025-07-24,60142
RR Nagar,560012,2025-07-25,59935
RR Nagar,560012,2025-07-26,56742
RR Nagar,560012,2025-07-27,58366
RR Nagar,560012,2025-07-28,56134
RR Nagar,560012,2025-07-29,57588
RR Nagar,560012,2025-07-30,60516
RR Nagar,560012,2025-07-31,59639
RR Nagar,560012,2025-08-01,58558
RR Nagar,560012,2025-08-02,60003
RR Nagar,560012,2025-08-03,57447
RR Nagar,560012,2025-08-04,58387
RR Nagar,560012,2025-08-05,61298
RR Nagar,560012,2025-08-06,57295
RR Nagar,560012,2025-08-07,57112
RR Nagar,560012,2025-08-08,58139
RR Nagar,560012,2025-08-09,58820
RR Nagar,560012,2025-08-10,57876
RR Nagar,560012,2025-08-11,56716
RR Nagar,560012,2025-08-12,59806
RR Nagar,560012,2025-08-13,57068
RR Nagar,560012,2025-08-14,58819
RR Nagar,560012,2025-08-15,59426
RR Nagar,560012,2025-08-16,55995
RR Nagar,560012,2025-08-17,57858
RR Nagar,560012,2025-08-18,61134
RR Nagar,560012,2025-08-19,60773
RR Nagar,560012,2025-08-20,57851
RR Nagar,560012,2025-08-21,56442
RR Nagar,560012,2025-08-22,60643
RR Nagar,560012,2025-08-23,56478
RR Nagar,560012,2025-08-24,61182
RR Nagar,560012,2025-08-25,56066
RR Nagar,560012,2025-08-26,56956
RR Nagar,560012,2025-08-27,61037
RR Nagar,560012,2025-08-28,58637
RR Nagar,560012,2025-08-29,60686
RR Nagar,560012,2025-08-30,56061
RR Nagar,560012,2025-08-31,55825
RR Nagar,560012,2025-09-01,57472
RR Nagar,560012,2025-09-02,55647
RR Nagar,560012,2025-09-03,56641
RR Nagar,560012,2025-09-04,59010
RR Nagar,560012,2025-09-05,58123
RR Nagar,560012,2025-09-06,56129
RR Nagar,560012,2025-09-07,56866
RR Nagar,560012,2025-09-08,57869
RR Nagar,560012,2025-09-09,57706
RR Nagar,560012,2025-09-10,57145
RR Nagar,560012,2025-09-11,60946
RR Nagar,560012,2025-09-12,57360
RR Nagar,560012,2025-09-13,56749
RR Nagar,560012,2025-09-14,55536
RR Nagar,560012,2025-09-15,57700
RR Nagar,560012,2025-09-16,56096
RR Nagar,560012,2025-09-17,57724
RR Nagar,560012,2025-09-18,60637
RR Nagar,560012,2025-09-19,58839
RR Nagar,560012,2025-09-20,60308
RR Nagar,560012,2025-09-21,55945
RR Nagar,560012,2025-09-22,58466
RR Nagar,560012,2025-09-23,55771
RR Nagar,560012,2025-09-24,55794
RR Nagar,560012,2025-09-25,59342
RR Nagar,560012,2025-09-26,60828
RR Nagar,560012,2025-09-27,57038
RR Nagar,560012,2025-09-28,55732
RR Nagar,560012,2025-09-29,55628
RR Nagar,560012,2025-09-30,58697
RR Nagar,560012,2025-10-01,60985
RR Nagar,560012,2025-10-02,56801
RR Nagar,560012,2025-10-03,56710
RR Nagar,560012,2025-10-04,55479
RR Nagar,560012,2025-10-05,60918
RR Nagar,560012,2025-10-06,59771
RR Nagar,560012,2025-10-07,55841
RR Nagar,560012,2025-10-08,61163
RR Nagar,560012,2025-10-09,60747
RR Nagar,560012,2025-10-10,56588
RR Nagar,560012,2025-10-11,57155
RR Nagar,560012,2025-10-12,58082
RR Nagar,560012,2025-10-13,60612
RR Nagar,560012,2025-10-14,60292
RR Nagar,560012,2025-10-15,55509
RR Nagar,560012,2025-10-16,57295
RR Nagar,560012,2025-10-17,55591
RR Nagar,560012,2025-10-18,56498
RR Nagar,560012,2025-10-19,59101
RR Nagar,560012,2025-10-20,57225
RR Nagar,560012,2025-10-21,56675
RR Nagar,560012,2025-10-22,57488
RR Nagar,560012,2025-10-23,59263
RR Nagar,560012,2025-10-24,56501
RR Nagar,560012,2025-10-25,57511
RR Nagar,560012,2025-10-26,61102
RR Nagar,560012,2025-10-27,61371
RR Nagar,560012,2025-10-28,60795
RR Nagar,560012,2025-10-29,57423
RR Nagar,560012,2025-10-30,59610
RR Nagar,560012,2025-10-31,57937
RR Nagar,560012,2025-11-01,61044
RR Nagar,560012,2025-11-02,61404
RR Nagar,560012,2025-11-03,60273
RR Nagar,560012,2025-11-04,56020
RR Nagar,560012,2025-11-05,58804
RR Nagar,560012,2025-11-06,55679
RR Nagar,560012,2025-11-07,56812
RR Nagar,560012,2025-11-08,61431
RR Nagar,560012,2025-11-09,60756
RR Nagar,560012,2025-11-10,59950
RR Nagar,560012,2025-11-11,58247
RR Nagar,560012,2025-11-12,58511
RR Nagar,560012,2025-11-13,55908
RR Nagar,560012,2025-11-14,58247
RR Nagar,560012,2025-11-15,55709
RR Nagar,560012,2025-11-16,56223
RR Nagar,560012,2025-11-17,59831
RR Nagar,560012,2025-11-18,59154
RR Nagar,560012,2025-11-19,58291
RR Nagar,560012,2025-11-20,56772
RR Nagar,560012,2025-11-21,57994
RR Nagar,560012,2025-11-22,56853
RR Nagar,560012,2025-11-23,61368
RR Nagar,560012,2025-11-24,59426
RR Nagar,560012,2025-11-25,59069
RR Nagar,560012,2025-11-26,58029
RR Nagar,560012,2025-11-27,57164
RR Nagar,560012,2025-11-28,57932
RR Nagar,560012,2025-11-29,60374
RR Nagar,560012,2025-11-30,60208
RR Nagar,560012,2025-12-01,60037
RR Nagar,560012,2025-12-02,55699
RR Nagar,560012,2025-12-03,61451
RR Nagar,560012,2025-12-04,57800
RR Nagar,560012,2025-12-05,58038
RR Nagar,560012,2025-12-06,59362
RR Nagar,560012,2025-12-07,60383
RR Nagar,560012,2025-12-08,56322
RR Nagar,560012,2025-12-09,55930
RR Nagar,560012,2025-12-10,61148
RR Nagar,560012,2025-12-11,57810
RR Nagar,560012,2025-12-12,60545
RR Nagar,560012,2025-12-13,56781
RR Nagar,560012,2025-12-14,59246
RR Nagar,560012,2025-12-15,57145
RR Nagar,560012,2025-12-16,57727
RR Nagar,560012,2025-12-17,58029
RR Nagar,560012,2025-12-18,57406
RR Nagar,560012,2025-12-19,55560
RR Nagar,560012,2025-12-20,58670
RR Nagar,560012,2025-12-21,56207
RR Nagar,560012,2025-12-22,60547
RR Nagar,560012,2025-12-23,59288
RR Nagar,560012,2025-12-24,55819
RR Nagar,560012,2025-12-25,61208
RR Nagar,560012,2025-12-26,56638
RR Nagar,560012,2025-12-27,57270
RR Nagar,560012,2025-12-28,59685
RR Nagar,560012,2025-12-29,61108
RR Nagar,560012,2025-12-30,55631
RR Nagar,560012,2025-12-31,58941
Bannerghatta,560024,2025-01-01,85255
Bannerghatta,560024,2025-01-02,81399
Bannerghatta,560024,2025-01-03,80841
Bannerghatta,560024,2025-01-04,83353
Bannerghatta,560024,2025-01-05,80996
Bannerghatta,560024,2025-01-06,83218
Bannerghatta,560024,2025-01-07,81986
Bannerghatta,560024,2025-01-08,82970
Bannerghatta,560024,2025-01-09,84686
Bannerghatta,560024,2025-01-10,83601
Bannerghatta,560024,2025-01-11,81913
Bannerghatta,560024,2025-01-12,81579
Bannerghatta,560024,2025-01-13,82382
Bannerghatta,560024,2025-01-14,86223
Bannerghatta,560024,2025-01-15,84057
Bannerghatta,560024,2025-01-16,82878
Bannerghatta,560024,2025-01-17,80991
Bannerghatta,560024,2025-01-18,80908
Bannerghatta,560024,2025-01-19,82881
Bannerghatta,560024,2025-01-20,82197
Bannerghatta,560024,2025-01-21,84984
Bannerghatta,560024,2025-01-22,80855
Bannerghatta,560024,2025-01-23,84837
Bannerghatta,560024,2025-01-24,82089
Bannerghatta,560024,2025-01-25,83416
Bannerghatta,560024,2025-01-26,84682
Bannerghatta,560024,2025-01-27,81219
Bannerghatta,560024,2025-01-28,83360
Bannerghatta,560024,2025-01-29,82959
Bannerghatta,560024,2025-01-30,83431
Bannerghatta,560024,2025-01-31,84677
Bannerghatta,560024,2025-02-01,85366
Bannerghatta,560024,2025-02-02,83222
Bannerghatta,560024,2025-02-03,85392
Bannerghatta,560024,2025-02-04,85761
Bannerghatta,560024,2025-02-05,86498
Bannerghatta,560024,2025-02-06,82838
Bannerghatta,560024,2025-02-07,82602
Bannerghatta,560024,2025-02-08,82467
Bannerghatta,560024,2025-02-09,81006
Bannerghatta,560024,2025-02-10,83385
Bannerghatta,560024,2025-02-11,82762
Bannerghatta,560024,2025-02-12,84420
Bannerghatta,560024,2025-02-13,85290
Bannerghatta,560024,2025-02-14,84490
Bannerghatta,560024,2025-02-15,81660
Bannerghatta,560024,2025-02-16,80779
Bannerghatta,560024,2025-02-17,84697
Bannerghatta,560024,2025-02-18,81155
Bannerghatta,560024,2025-02-19,81022
Bannerghatta,560024,2025-02-20,86182
Bannerghatta,560024,2025-02-21,85877
Bannerghatta,560024,2025-02-22,83636
Bannerghatta,560024,2025-02-23,85986
Bannerghatta,560024,2025-02-24,85358
Bannerghatta,560024,2025-02-25,85143
Bannerghatta,560024,2025-02-26,83638
Bannerghatta,560024,2025-02-27,83778
Bannerghatta,560024,2025-02-28,81226
Bannerghatta,560024,2025-03-01,81239
Bannerghatta,560024,2025-03-02,85328
Bannerghatta,560024,2025-03-03,83500
Bannerghatta,560024,2025-03-04,81729
Bannerghatta,560024,2025-03-05,81830
Bannerghatta,560024,2025-03-06,80796
Bannerghatta,560024,2025-03-07,82260
Bannerghatta,560024,2025-03-08,82960
Bannerghatta,560024,2025-03-09,81606
Bannerghatta,560024,2025-03-10,81139
Bannerghatta,560024,2025-03-11,80924
Bannerghatta,560024,2025-03-12,83819
Bannerghatta,560024,2025-03-13,82425
Bannerghatta,560024,2025-03-14,84020
Bannerghatta,560024,2025-03-15,84747
Bannerghatta,560024,2025-03-16,83020
Bannerghatta,560024,2025-03-17,80616
Bannerghatta,560024,2025-03-18,86556
Bannerghatta,560024,2025-03-19,82231
Bannerghatta,560024,2025-03-20,85885
Bannerghatta,560024,2025-03-21,86053
Bannerghatta,560024,2025-03-22,81501
Bannerghatta,560024,2025-03-23,80819
Bannerghatta,560024,2025-03-24,85752
Bannerghatta,560024,2025-03-25,80749
Bannerghatta,560024,2025-03-26,85186
Bannerghatta,560024,2025-03-27,86267
Bannerghatta,560024,2025-03-28,81276
Bannerghatta,560024,2025-03-29,84232
Bannerghatta,560024,2025-03-30,81315
Bannerghatta,560024,2025-03-31,84316
Bannerghatta,560024,2025-04-01,82637
Bannerghatta,560024,2025-04-02,82011
Bannerghatta,560024,2025-04-03,86606
Bannerghatta,560024,2025-04-04,82141
Bannerghatta,560024,2025-04-05,82767
Bannerghatta,560024,2025-04-06,81376
Bannerghatta,560024,2025-04-07,83824
Bannerghatta,560024,2025-04-08,83440
Bannerghatta,560024,2025-04-09,85587
Bannerghatta,560024,2025-04-10,81410
Bannerghatta,560024,2025-04-11,82036
Bannerghatta,560024,2025-04-12,83225
Bannerghatta,560024,2025-04-13,82955
Bannerghatta,560024,2025-04-14,86028
Bannerghatta,560024,2025-04-15,81682
Bannerghatta,560024,2025-04-16,82302
Bannerghatta,560024,2025-04-17,84311
Bannerghatta,560024,2025-04-18,82042
Bannerghatta,560024,2025-04-19,83335
Bannerghatta,560024,2025-04-20,85067
Bannerghatta,560024,2025-04-21,81677
Bannerghatta,560024,2025-04-22,83793
